id,year,mode,language,finweigh,general,stpvnbrd,swcndnbrd,cityligh,wtrswr,water,sewer,swclnbrd,stclnbrd,stswc,recparsy,parkvis,athfield,recpart,parkfa,recpract,parkgr,parklp,parkcl,libsystm,libmai,libbra,libonlin,libbo,onlibsvc,netlibsvc,libsta,conmalib,connelib,trspwlk,trsppub,trspbike,trsptaxi,trspdaln,trspcpl,trspptns,trspuber,munovr,mun12mth,muntim,muncle,munsaf,munmgmtcro,muncou,safdnb,safnnb,hrd311,cont311,use311sv,info311,infowebm,svc311,svcwebmo,phone311,web311,kids,k0to5,k6to18,kprisch,kpubsch,knosch,kqschl,dhouse,ownrenhm,dlivedsf,movesf,dincome,dage,gender,dsexornt,dethnic,primlang_1,primlang_2,primlang_3,primlang_4,deduc,disablephys,disablement,zipcode,district,mixed_1,mixed_2,mixed_3,mixed_4,issue1,issue2,issue3
201510001,2015,1,1,0.695734024,5,3,3,4,5,,,5,5,,5,5,4,2,,,5,,,,1,5,1,4,,6,5,6,5,,,,,,,,,,1,4,4,5,1,5,,,1,1,1,,,,,,,2,,,,,3,,1,3,6,4,6,6,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510002,2015,1,1,0.695734024,3,,,,,,,,,,3,2,6,2,,,4,,,,1,2,1,2,,6,4,,5,4,2,1,2,6,2,1,2,,1,3,2,3,3,4,5,3,2,,,,,,,,,2,,,,,3,,1,2,3,4,6,6,2,3,4,1,,,,4,2,2,,2,,,,,,,
201510003,2015,1,1,0.695734024,4,,,,,,,,,,7,1,,2,,,,,,,1,1,1,,,,,,,1,5,1,1,1,1,1,1,,1,5,5,5,1,5,5,6,2,,,,,,,,,2,,,,,3,,1,2,4,4,2,6,2,3,4,1,,,,3,1,2,,5,,,,,,,
201510004,2015,1,1,0.740436971,3,,,,,,,,,,3,5,4,2,,,5,,,,1,5,5,5,4,6,5,3,3,5,5,1,2,2,4,1,1,,1,4,3,3,4,4,5,5,1,2,1,4,,4,,,,2,,,,,3,,2,2,6,3,3,5,2,3,4,1,,,,4,1,2,,7,,,,,,,
201510005,2015,1,1,1.720993996,4,4,3,4,4,,,3,3,,5,4,6,2,,,5,,,,1,1,2,6,6,6,6,6,,,,,,,,,,,1,4,4,3,4,4,,,1,1,3,,3,,3,,,2,,,,,3,,1,2,5,3,5,2,2,3,4,1,,,,4,2,2,,6,,,,,,,
201510006,2015,1,1,0.740436971,3,3,3,2,3,,,2,3,,4,5,3,2,,,4,,,,1,2,3,3,3,6,5,3,4,,,,,,,,,,1,1,1,2,4,4,,,1,2,2,3,4,4,4,,,2,,,,,3,,2,2,3,4,5,5,1,2,5,1,,,,4,2,2,,8,,,,,,,
201510007,2015,1,1,0.740436971,5,2,2,3,5,,,4,3,,4,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,3,1,3,5,5,,,1,2,4,4,5,2,2,,,2,,,,,3,,2,2,3,1,3,5,1,3,4,1,,,,4,2,2,,5,,,,,,,
201510008,2015,1,1,0.695734024,4,,,,,,,,,,4,5,6,2,,,4,,,,4,5,2,5,5,4,5,4,5,6,3,1,1,5,2,1,1,,1,4,4,4,4,4,5,4,1,2,2,2,2,2,2,,,2,,,,,3,,1,2,6,4,3,6,1,3,4,1,,,,4,1,2,,2,,,,,,,
201510009,2015,1,1,0.85335201,3,,,,,,,,,,4,4,6,2,,,3,,,,1,1,1,,,,,,,6,5,1,2,5,1,1,4,,1,2,2,2,5,2,4,4,1,4,4,5,4,5,4,,,2,,,,,3,,2,1,4,1,7,4,2,3,4,1,,,,4,2,2,,5,,,,,,,
201510010,2015,1,1,1.720993996,4,4,4,3,3,,,4,4,,4,2,4,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,4,2,2,,,1,1,1,,,,,,,2,,,,,3,,3,2,4,2,8,2,1,3,1,1,,,,3,2,2,,10,,,,,,,
201510011,2015,1,1,0.695734024,4,,,,,,,,,,4,4,5,2,,,5,,,,1,2,1,4,,6,5,,4,4,5,1,2,1,1,1,1,,1,5,4,3,2,5,4,4,1,1,1,,,,,,,2,,,,,3,,1,2,6,4,8,6,2,3,4,1,,,,3,1,2,,5,,,,,,,
201510012,2015,1,1,0.85335201,4,2,4,4,5,,,3,3,,4,5,3,1,3,4,4,,,,4,4,3,4,5,5,5,4,5,,,,,,,,,,1,3,4,4,3,3,,,1,3,3,5,5,5,7,,,1,2,1,,1,3,4,4,1,5,4,6,4,1,3,1,1,,,,4,2,2,,8,,,,,,,
201510013,2015,1,1,0.740436971,3,3,3,2,5,,,2,2,,4,3,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,3,1,1,4,2,,,2,,,,,,,,,2,,,,,3,,2,1,6,4,8,5,1,2,2,1,2,,,4,2,2,,8,,,,,,,
201510014,2015,1,1,0.695734024,4,,,,,,,,,,3,2,6,1,7,6,3,,,,4,4,1,4,,6,5,5,6,6,6,1,1,1,1,1,1,,1,4,4,5,2,5,5,5,1,1,1,,,,,,,2,,,,,3,,1,2,6,4,4,6,2,3,4,1,,,,4,1,2,,1,,,,,,,
201510015,2015,1,1,0.695734024,3,3,5,4,5,,,4,4,,4,4,6,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,4,1,5,,,2,,,,,,,,,2,,,,,3,,1,2,6,4,7,6,2,3,4,1,,,,4,1,2,,3,,,,,,,
201510016,2015,1,1,1.720993996,4,5,3,5,5,,,4,4,,4,5,3,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,3,3,5,,,1,1,1,,,,,,,2,,,,,3,,3,2,3,4,5,2,2,3,4,1,,,,4,2,2,,4,,,,,,,
201510017,2015,1,1,0.740436971,4,,,,,,,,,,2,3,3,2,,,3,,,,2,2,2,4,4,6,4,3,4,2,4,1,3,5,1,1,1,,1,3,3,3,4,3,4,3,1,1,1,,,,,,,1,2,1,,,3,4,3,2,6,4,5,5,2,3,4,1,,,,4,2,2,,7,,,,,,,
201510018,2015,1,1,1.010167003,4,4,4,3,4,,,4,4,,4,5,5,2,,,3,,,,3,3,4,5,5,5,5,3,4,,,,,,,,,,1,4,2,3,3,5,,,2,,,,,,,,,2,,,,,3,,5,1,6,3,5,3,2,3,5,1,,,,4,2,2,,11,,,,,,,
201510019,2015,1,1,0.740436971,4,4,4,5,5,,,5,4,,3,4,4,2,,,3,,,,1,4,1,3,,3,4,,3,,,,,,,,,,0,,,,,,,,2,,,,,,,,,2,,,,,3,,7,1,7,6,8,5,1,3,2,5,,,,4,2,2,,12,,,,,,,
201510020,2015,1,1,0.740436971,4,4,4,5,5,,,4,4,,4,4,5,1,4,4,4,,,,3,2,3,4,5,3,5,4,5,,,,,,,,,,1,3,3,3,2,4,,,1,2,3,5,5,7,7,,,2,,,,,3,,2,1,5,4,6,5,1,2,4,1,,,,2,2,2,,9,,,,,,,
201510021,2015,1,1,0.740436971,3,4,4,5,5,,,1,1,,5,3,4,2,,,5,,,,1,2,1,4,,4,5,,5,,,,,,,,,,1,5,1,4,3,5,,,1,1,1,,,,,,,2,,,,,3,,2,2,2,2,6,5,1,3,2,1,,,,4,2,2,,3,,,,,,,
201510022,2015,1,1,1.720993996,7,,,,,,,,,,3,4,3,2,,,4,,,,4,5,3,5,5,6,5,3,5,4,4,1,1,4,3,1,4,,1,3,3,4,4,4,5,5,1,1,2,,4,,7,,,2,,,,,3,,3,2,5,2,6,2,2,3,1,1,,,,4,2,2,,7,,,,,,,
201510023,2015,1,1,1.010167003,3,4,5,3,5,,,4,4,,4,3,5,1,4,4,4,,,,4,4,3,5,4,2,5,6,5,,,,,,,,,,1,2,2,5,3,2,,,2,,,,,,,,,1,2,1,1,,3,4,3,1,4,4,8,3,2,5,9,1,,,,4,2,2,,12,,,,,,,
201510024,2015,1,1,0.774756014,2,,,,,,,,,,3,4,2,1,5,3,3,,,,1,4,3,4,4,6,4,,4,5,2,1,1,1,6,1,2,,0,,,,,,4,2,1,1,1,,,,,,,1,1,1,1,,3,5,7,1,3,2,8,8,2,3,4,1,,,,4,2,2,,7,,,,,,,
201510025,2015,1,1,1.598978043,1,,,,,,,,,,3,5,4,2,,,4,,,,1,5,4,4,5,5,3,,3,6,6,1,2,6,4,1,1,,1,3,4,4,2,3,4,1,1,1,1,,,,,,,1,2,1,,1,3,5,5,2,2,1,5,1,1,3,1,1,,,,3,2,2,,7,,,,,,,
201510026,2015,1,1,1.010167003,3,1,1,3,5,,,1,1,,4,4,6,2,,,3,,,,2,1,4,4,3,6,5,3,,,,,,,,,,,1,3,3,3,3,7,,,1,1,4,,4,,4,,,2,,,,,3,,1,2,4,4,5,3,2,3,10,1,,,,4,2,2,,8,1,5,,,,,
201510027,2015,1,1,1.010167003,3,3,4,3,4,,,2,3,,5,5,4,2,,,4,,,,2,4,5,4,4,6,5,4,4,,,,,,,,,,1,4,4,4,3,4,,,2,,,,,,,,,2,,,,,3,,2,2,1,2,5,3,1,3,4,1,,,,4,2,2,,5,,,,,,,
201510028,2015,1,1,0.85335201,3,,,,,,,,,,4,5,3,2,,,2,,,,1,1,2,6,3,6,6,,,6,4,1,2,1,5,1,1,,1,2,2,2,4,3,5,3,1,4,2,4,3,4,2,,,1,1,2,,,3,,3,1,5,4,4,4,1,3,9,1,,,,4,1,2,,11,,,,,,,
201510029,2015,1,1,1.720993996,3,4,4,3,3,,,4,4,,4,2,3,2,,,3,,,,2,1,4,4,4,4,5,5,,,,,,,,,,,1,3,2,3,3,3,,,2,,,,,,,,,2,,,,,3,,4,2,3,2,2,2,2,3,1,1,,,,3,2,2,,2,,,,,,,
201510030,2015,1,1,0.85335201,4,5,4,4,4,,,2,2,,4,5,4,2,,,4,,,,5,4,5,4,5,4,5,3,5,,,,,,,,,,1,4,3,4,2,5,,,1,3,2,5,4,5,7,,,1,2,1,,1,3,4,3,2,4,3,6,4,2,2,4,1,,,,4,2,2,,1,,,,,,,
201510031,2015,1,1,0.740436971,3,1,2,2,4,,,1,1,,4,4,4,2,,,4,,,,3,2,1,4,,6,5,4,5,,,,,,,,,,1,3,2,2,4,3,,,1,3,1,4,,1,,,,2,,,,,3,,1,2,6,2,2,5,1,3,4,1,,,,3,1,1,,6,,,,,,,
201510032,2015,1,1,0.695734024,4,4,4,4,5,,,4,4,,4,4,6,2,,,4,,,,1,2,1,4,,6,6,,4,,,,,,,,,,1,7,7,7,6,7,,,2,,,,,,,,,2,,,,,3,,2,2,6,4,5,6,2,3,9,1,,,,4,2,2,,7,,,,,,,
201510033,2015,1,1,1.010167003,4,4,5,5,5,,,5,5,,4,4,3,1,4,4,4,,,,4,4,1,5,,6,4,4,5,,,,,,,,,,1,3,3,3,5,3,,,1,3,1,4,,4,,,,1,2,1,1,,3,4,3,1,6,3,7,3,1,3,1,1,,,,3,2,2,,7,,,,,,,
201510034,2015,1,1,0.85335201,3,,,,,,,,,,4,4,5,1,4,4,5,,,,3,5,5,4,5,5,4,4,4,1,5,1,1,6,6,5,1,,0,,,,,,5,2,1,3,3,5,5,7,5,,,1,2,1,,1,3,4,4,2,6,1,4,4,2,3,4,4,,,,3,1,1,,10,,,,,,,
201510035,2015,1,1,0.695734024,4,2,4,4,4,,,4,4,,4,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,4,3,4,,,1,1,1,,,,,,,2,,,,,3,,1,1,6,4,8,6,2,3,4,1,,,,3,1,2,,7,,,,,,,
201510036,2015,1,1,0.695734024,4,,,,,,,,,,4,2,6,2,,,4,,,,4,4,4,5,5,5,3,6,5,1,1,1,1,1,1,1,1,,0,,,,,,4,3,2,,,,,,,,,2,,,,,3,,3,1,6,4,5,6,2,3,10,1,,,,3,1,2,,7,7,,,,,,
201510037,2015,1,1,1.598978043,4,,,,,,,,,,3,2,4,2,,,4,,,,5,3,5,4,4,5,4,4,4,5,6,1,1,1,1,1,1,,1,4,3,3,3,3,3,3,1,1,1,,,,,,,1,2,1,,1,3,3,3,2,4,4,4,1,1,3,2,2,,,,2,2,2,,10,,,,,,,
201510038,2015,1,1,0.740436971,5,,,,,,,,,,5,5,5,2,,,5,,,,1,5,2,4,4,6,5,,5,5,3,6,2,2,4,1,2,,1,4,4,4,3,4,5,3,1,1,1,,,,,,,2,,,,,3,,2,1,4,1,6,5,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510039,2015,1,1,1.720993996,4,,,,,,,,,,4,4,3,2,,,5,,,,2,2,1,5,,5,5,5,4,5,6,1,4,1,4,1,4,,1,3,4,4,2,5,5,5,1,2,2,5,5,4,5,,,2,,,,,3,,2,2,4,3,5,2,1,2,4,1,,,,4,2,2,,8,,,,,,,
201510040,2015,1,1,0.740436971,4,,,,,,,,,,5,4,3,2,,,4,,,,4,4,1,4,,6,4,4,4,1,1,1,1,5,1,1,1,,1,4,4,4,2,4,4,4,1,1,1,,,,,,,2,,,,,3,,2,1,6,4,5,5,1,3,5,2,,,,4,2,2,,7,,,,,,,
201510041,2015,1,1,0.740436971,4,2,2,3,4,,,2,3,,5,5,5,2,,,5,,,,1,3,1,6,,6,5,,5,,,,,,,,,,1,4,2,3,3,4,,,2,,,,,,,,,2,,,,,3,,2,2,3,4,7,5,1,5,4,1,,,,4,1,2,,2,,,,,,,
201510042,2015,1,1,0.774756014,4,,,,,,,,,,4,4,4,2,,,3,,,,1,1,1,,,,,,,5,6,1,1,2,2,1,1,,0,,,,,,4,3,2,,,,,,,,,1,3,3,,,3,,7,1,3,1,8,8,1,5,9,8,,,,4,2,2,,6,,,,,,,
201510043,2015,1,1,1.720993996,4,4,4,5,4,,,3,4,,4,4,3,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,1,3,4,4,2,4,,,2,,,,,,,,,2,,,,,3,,2,2,1,2,7,2,1,3,4,1,,,,4,2,2,,6,,,,,,,
201510044,2015,1,1,1.010167003,3,,,,,,,,,,4,5,4,1,4,4,4,,,,1,5,1,5,,4,5,,5,6,1,1,3,6,1,1,4,,0,,,,,,5,5,1,3,3,5,5,5,7,,,1,1,1,1,,3,5,5,1,4,4,7,3,2,3,2,1,,,,4,2,2,,2,,,,,,,
201510045,2015,1,1,1.010167003,4,,,,,,,,,,5,5,4,2,,,4,,,,4,4,4,5,5,6,5,6,5,6,2,1,1,5,2,1,3,,1,3,3,4,2,4,5,3,1,2,1,4,,4,,,,1,2,1,1,,3,5,3,2,4,4,5,3,2,3,1,1,,,,4,2,2,,2,,,,,,,
201510046,2015,1,1,1.010167003,4,,,,,,,,,,4,5,3,1,3,3,4,,,,1,1,1,,,,,,,4,3,2,2,6,1,1,2,,1,3,3,3,3,3,5,5,1,1,1,,,,,,,2,,,,,3,,1,2,3,1,6,3,1,3,9,8,,,,5,2,2,,12,,,,,,,
201510047,2015,1,1,1.010167003,4,,,,,,,,,,4,5,3,2,,,5,,,,1,1,1,,,,,,,6,3,1,1,5,1,1,1,,1,3,2,3,4,4,4,4,1,2,1,4,,4,,,,2,,,,,3,,5,2,3,4,5,3,1,3,10,1,,,,3,2,2,,10,2,5,,,,,
201510048,2015,1,1,0.695734024,3,4,4,3,3,,,4,4,,2,5,2,1,3,3,2,,,,1,2,1,6,,6,6,,6,,,,,,,,,,1,4,4,4,3,5,,,1,1,1,,,,,,,2,,,,,3,,2,2,6,4,8,6,1,3,4,1,,,,4,2,2,,3,,,,,,,
201510049,2015,1,1,1.010167003,3,,,,,,,,,,4,4,4,2,,,5,,,,1,1,1,,,,,,,4,5,1,1,4,1,1,2,,0,,,,,,5,4,1,1,1,,,,,,,2,,,,,3,,3,1,6,4,5,3,1,3,10,1,,,,3,2,2,,11,5,3,,,,,
201510050,2015,1,1,1.598978043,2,1,3,3,5,,,3,3,,2,5,2,2,,,2,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,3,3,1,,,1,5,1,3,,3,,,,2,,,,,3,,2,5,5,3,8,1,1,3,2,1,,,,2,2,2,,5,,,,,,,
201510051,2015,1,1,0.740436971,3,,,,,,,,,,7,3,5,2,,,5,,,,1,1,1,,,,,,,6,2,1,1,6,4,1,1,,1,4,3,5,6,3,4,4,1,1,1,,,,,,,2,,,,,3,,2,2,6,4,5,5,1,3,4,1,,,,2,2,2,,8,,,,,,,
201510052,2015,1,1,0.774756014,3,4,4,4,3,,,4,4,,5,3,6,2,,,4,,,,1,3,1,3,,6,6,,4,,,,,,,,,,1,1,2,3,5,3,,,2,,,,,,,,,1,1,2,,,3,,3,2,2,2,8,8,1,3,4,1,,,,4,2,2,,7,,,,,,,
201510053,2015,1,1,1.598978043,4,3,3,4,4,,,3,3,,5,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,5,2,4,2,5,,,2,,,,,,,,,1,2,1,,1,3,5,4,2,2,3,8,1,2,3,2,2,,,,2,2,2,,12,,,,,,,
201510054,2015,1,1,1.010167003,4,4,5,3,5,,,4,5,,5,3,5,1,5,5,4,,,,1,2,1,5,,6,5,,4,,,,,,,,,,1,3,3,4,2,4,,,1,2,2,4,4,4,7,,,2,,,,,3,,2,1,2,3,7,3,1,3,4,1,,,,4,2,2,,6,,,,,,,
201510055,2015,1,1,0.695734024,4,,,,,,,,,,7,1,,2,,,,,,,1,1,1,,,,,,,4,3,1,1,1,1,1,1,,1,4,2,3,3,4,5,6,2,,,,,,,,,2,,,,,3,,4,2,6,4,8,6,2,3,2,5,,,,4,2,2,,11,,,,,,,
201510056,2015,1,1,0.774756014,5,5,4,3,5,,,5,5,,5,4,5,1,4,5,5,,,,2,1,1,6,,6,6,1,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,2,4,5,1,7,8,1,5,9,1,,,,4,2,2,,2,,,,,,,
201510057,2015,1,3,0.740436971,3,,,,,,,,,,4,2,4,2,,,4,,,,1,1,1,,,,,,,3,4,1,1,1,1,1,1,,1,4,4,7,6,3,5,5,2,,,,,,,,,2,,,,,3,,5,2,3,3,1,5,1,3,2,2,,,,1,2,2,,12,,,,,,,
201510058,2015,1,1,1.720993996,4,,,,,,,,,,4,4,3,2,,,4,,,,1,2,1,6,,6,6,,5,6,6,1,4,1,1,1,4,,1,3,3,4,4,4,4,2,2,,,,,,,,,2,,,,,3,,1,2,2,2,6,2,1,3,4,1,,,,4,2,2,,5,,,,,,,
201510059,2015,1,1,0.85335201,4,4,4,4,5,,,4,1,,4,4,6,1,5,6,4,,,,1,1,1,,,,,,,,,,,,,,,,1,3,3,4,6,4,,,2,,,,,,,,,2,,,,,3,,3,2,6,2,3,4,1,3,4,1,,,,3,2,2,,9,,,,,,,
201510060,2015,1,1,1.010167003,5,5,4,3,4,,,4,4,,3,5,3,2,,,4,,,,2,2,1,5,,4,5,5,5,,,,,,,,,,1,3,4,4,3,4,,,1,2,1,4,,3,,,,1,1,1,,1,3,4,4,2,4,1,5,3,1,3,5,1,3,,,2,2,2,,9,,,,,,,
201510061,2015,1,1,1.720993996,4,3,2,4,3,,,1,2,,4,5,4,1,5,4,5,,,,1,1,2,6,5,6,6,,,,,,,,,,,,1,2,2,4,5,5,,,1,1,1,,,,,,,2,,,,,3,,5,2,1,2,5,2,1,3,10,1,,,,4,2,2,,5,12,5,,,,,
201510062,2015,1,1,1.010167003,4,3,3,3,4,,,3,3,,4,5,3,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,3,2,3,3,3,,,1,1,2,,4,,4,,,2,,,,,3,,1,2,4,2,6,3,1,3,4,1,,,,4,2,2,,5,,,,,,,
201510063,2015,1,1,1.720993996,4,1,1,4,3,,,4,3,,4,4,3,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,1,1,2,,,3,,3,2,5,2,4,2,1,3,2,2,,,,3,2,2,,10,,,,,,,
201510064,2015,1,1,1.010167003,4,,,,,,,,,,4,4,6,2,,,5,,,,1,1,2,6,6,6,6,,,6,3,6,1,2,1,1,5,,1,3,3,4,3,4,5,4,2,,,,,,,,,2,,,,,3,,2,1,4,4,7,3,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510065,2015,1,1,1.010167003,4,,,,,,,,,,5,5,5,2,,,5,,,,5,1,1,5,,6,5,5,,4,3,3,2,6,1,1,2,,1,2,3,3,3,4,5,4,1,1,1,,,,,,,1,1,2,,,3,,4,1,4,4,6,3,1,3,4,1,,,,4,2,2,,5,,,,,,,
201510066,2015,1,1,0.695734024,4,4,4,5,5,,,2,2,,4,5,3,1,4,6,4,,,,1,4,4,3,3,3,4,,4,,,,,,,,,,1,4,3,3,4,4,,,1,1,1,,,,,,,2,,,,,3,,2,2,3,2,6,6,1,3,4,1,,,,4,2,2,,3,,,,,,,
201510067,2015,1,1,0.85335201,3,2,4,3,5,,,1,2,,4,5,6,2,,,4,,,,2,3,1,5,,6,5,4,5,,,,,,,,,,1,3,4,4,3,4,,,1,1,1,,,,,,,2,,,,,3,,2,2,4,3,6,4,1,2,4,1,,,,4,2,2,,8,,,,,,,
201510068,2015,1,1,1.010167003,3,3,4,5,5,,,2,2,,5,3,4,2,,,5,,,,2,4,4,4,5,4,5,4,4,,,,,,,,,,1,4,3,4,2,4,,,2,,,,,,,,,2,,,,,3,,1,2,3,4,1,3,2,3,2,10,,,,4,2,2,,12,,,,,,,
201510069,2015,1,1,1.010167003,7,,,,,,,,,,5,5,3,1,3,3,2,,,,3,5,1,5,,3,5,4,4,6,6,1,1,1,1,1,1,,1,3,3,3,5,3,5,4,1,2,1,4,,5,,,,1,2,1,1,1,,5,5,2,6,4,5,3,2,3,7,1,,,,3,2,2,,10,,,,,,,
201510070,2015,1,1,0.740436971,4,3,3,3,5,,,3,4,,7,4,6,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,3,4,,,1,2,2,5,4,5,5,,,2,,,,,3,,2,1,6,4,6,5,1,2,4,1,,,,1,2,2,,5,,,,,,,
201510071,2015,1,1,1.010167003,4,5,4,5,5,,,4,3,,4,5,6,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,4,3,5,,,1,1,1,,,,,,,2,,,,,3,,2,2,5,4,6,3,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510072,2015,1,1,0.85335201,3,3,2,3,4,,,5,5,,3,4,4,1,4,3,3,,,,4,2,2,4,4,5,4,3,3,,,,,,,,,,1,3,2,2,5,2,,,2,,,,,,,,,1,2,1,,,3,5,4,1,6,1,4,4,2,3,5,1,3,,,2,2,2,,11,,,,,,,
201510073,2015,1,1,0.85335201,3,,,,,,,,,,3,1,,2,,,,,,,1,1,1,,,,,,,1,1,1,1,6,6,1,1,,1,4,1,3,3,4,3,1,1,3,1,4,,5,,,,2,,,,,3,,4,1,5,1,8,4,2,3,10,1,,,,2,2,2,,10,1,6,,,,,
201510074,2015,1,1,0.85335201,4,,,,,,,,,,4,5,4,2,,,4,,,,1,1,1,,,,,,,4,6,1,1,1,6,1,1,,1,3,3,2,3,3,5,4,2,,,,,,,,,2,,,,,3,,2,1,4,2,5,4,2,2,4,1,,,,4,2,2,,8,,,,,,,
201510075,2015,1,1,0.740436971,3,2,1,4,5,,,1,1,,1,5,3,2,,,3,,,,3,1,3,5,4,6,5,3,,,,,,,,,,,1,3,1,2,3,4,,,1,1,2,,2,,4,,,2,,,,,3,,3,1,6,4,8,5,1,3,4,1,,,,4,2,2,,1,,,,,,,
201510076,2015,1,1,0.695734024,4,,,,,,,,,,4,4,6,2,,,4,,,,3,1,1,4,,5,5,5,,6,4,1,1,6,5,1,1,,1,4,4,4,3,7,5,5,2,,,,,,,,,2,,,,,3,,1,1,6,4,5,6,1,2,4,1,11,,,4,2,2,,8,,,,,,,
201510077,2015,1,1,0.85335201,3,,,,,,,,,,4,4,3,1,3,6,2,,,,1,2,1,6,,6,6,,5,5,4,2,2,5,1,1,1,,1,4,4,4,2,4,5,5,2,,,,,,,,,2,,,,,3,,2,2,4,3,7,4,2,3,4,1,,,,4,2,2,,7,,,,,,,
201510078,2015,1,1,1.598978043,3,5,4,5,4,,,4,2,,3,5,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,2,3,2,3,3,,,2,,,,,,,,,2,,,,,3,,2,2,4,1,1,1,2,1,4,1,,,,3,2,2,,1,,,,,,,
201510079,2015,1,1,1.010167003,4,,,,,,,,,,3,4,4,2,,,3,,,,1,4,4,4,5,6,5,,5,6,4,1,2,4,1,1,2,,1,4,4,4,2,4,4,3,2,,,,,,,,,1,2,1,,1,3,5,2,1,3,4,6,3,2,3,4,1,,,,4,2,2,,6,,,,,,,
201510080,2015,1,1,1.720993996,4,,,,,,,,,,5,5,5,1,3,3,4,,,,1,3,1,6,,6,4,,5,6,4,6,2,1,5,1,2,,1,4,3,5,2,5,5,5,1,1,1,,,,,,,2,,,,,3,,1,2,5,4,8,2,1,3,4,1,,,,3,2,2,,9,,,,,,,
201510081,2015,1,1,0.695734024,4,5,1,5,4,,,5,4,,5,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,5,2,5,,,1,4,1,5,,5,,,,2,,,,,3,,3,2,5,4,8,6,2,3,1,1,,,,3,1,2,,10,,,,,,,
201510082,2015,1,1,1.720993996,3,4,4,4,4,,,4,3,,4,3,3,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,2,4,,,1,3,2,5,5,5,5,,,2,,,,,3,,5,2,5,2,6,2,1,3,2,2,,,,4,2,2,,9,,,,,,,
201510083,2015,1,1,1.720993996,5,,,,,,,,,,5,5,5,1,2,3,5,,,,5,4,4,5,5,5,5,5,5,6,6,1,2,1,1,1,2,,1,5,5,2,4,5,5,4,1,2,2,5,5,5,5,,,1,1,2,,,3,,3,1,4,4,3,2,2,3,10,4,,,,4,2,2,,4,5,3,,,,,
201510084,2015,1,1,0.740436971,4,4,4,3,4,,,4,4,,4,5,6,1,4,6,4,,,,2,5,3,5,5,4,5,5,5,,,,,,,,,,1,4,3,4,4,3,,,1,3,1,5,,5,,,,2,,,,,3,,1,1,6,3,8,5,1,3,4,1,,,,4,1,2,,11,,,,,,,
201510085,2015,1,1,0.695734024,4,3,4,4,4,,,4,4,,4,4,6,1,4,4,4,,,,5,1,1,4,,6,4,4,,,,,,,,,,,1,3,3,3,3,4,,,1,4,1,4,,4,,,,2,,,,,3,,1,2,6,3,2,6,2,3,4,1,,,,2,1,1,,5,,,,,,,
201510086,2015,1,1,0.695734024,3,3,4,3,5,,,5,5,,3,5,3,1,2,4,4,,,,2,5,4,5,5,4,5,4,5,,,,,,,,,,1,4,3,4,4,3,,,1,1,1,,,,,,,2,,,,,3,,3,1,6,4,7,6,1,3,4,1,,,,4,2,2,,9,,,,,,,
201510087,2015,1,1,0.695734024,3,,,,,,,,,,4,5,4,2,,,5,,,,1,1,1,,,,,,,2,1,6,1,5,1,1,1,,0,,,,,,5,4,2,,,,,,,,,2,,,,,3,,2,2,6,1,4,6,1,3,9,1,,,,3,2,2,,4,,,,,,,
201510088,2015,1,1,1.720993996,4,5,5,5,4,,,4,3,,2,5,4,2,,,4,,,,1,4,3,4,3,3,5,,5,,,,,,,,,,0,,,,,,,,2,,,,,,,,,2,,,,,3,,5,2,5,4,4,2,2,3,1,1,,,,3,2,2,,10,,,,,,,
201510089,2015,1,1,1.010167003,1,2,3,3,5,,,3,2,,5,3,5,1,3,5,3,,,,5,5,4,3,3,5,5,5,5,,,,,,,,,,1,3,3,2,4,4,,,2,,,,,,,,,1,2,1,,1,1,5,5,1,5,4,8,3,2,3,5,1,3,,,4,2,2,,10,,,,,,,
201510090,2015,1,1,1.720993996,4,,,,,,,,,,4,5,5,1,5,5,4,,,,3,4,4,5,5,6,5,1,3,6,5,1,1,1,6,1,1,,1,4,4,4,2,5,5,4,1,1,1,,,,,,,2,,,,,3,,7,2,6,1,4,2,2,3,4,1,,,,4,1,2,,7,,,,,,,
