id,year,mode,language,finweigh,general,stpvnbrd,swcndnbrd,cityligh,wtrswr,water,sewer,swclnbrd,stclnbrd,stswc,recparsy,parkvis,athfield,recpart,parkfa,recpract,parkgr,parklp,parkcl,libsystm,libmai,libbra,libonlin,libbo,onlibsvc,netlibsvc,libsta,conmalib,connelib,trspwlk,trsppub,trspbike,trsptaxi,trspdaln,trspcpl,trspptns,trspuber,munovr,mun12mth,muntim,muncle,munsaf,munmgmtcro,muncou,safdnb,safnnb,hrd311,cont311,use311sv,info311,infowebm,svc311,svcwebmo,phone311,web311,kids,k0to5,k6to18,kprisch,kpubsch,knosch,kqschl,dhouse,ownrenhm,dlivedsf,movesf,dincome,dage,gender,dsexornt,dethnic,primlang_1,primlang_2,primlang_3,primlang_4,deduc,disablephys,disablement,zipcode,district,mixed_1,mixed_2,mixed_3,mixed_4,issue1,issue2,issue3
201510490,2015,1,1,0.85335201,3,4,4,3,4,,,3,3,,3,4,3,1,4,4,4,,,,5,4,1,5,,4,5,3,3,,,,,,,,,,1,3,3,3,4,3,,,1,1,1,,,,,,,1,2,1,1,,3,4,3,2,4,4,5,4,1,3,4,1,,,,4,2,2,,4,,,,,,,
201510491,2015,1,1,1.010167003,3,,,,,,,,,,4,4,2,2,,,1,,,,1,1,1,,,,,,,3,3,1,2,3,2,1,2,,1,3,3,4,4,2,5,5,1,1,3,,5,,5,,,2,,,,,3,,1,1,4,1,2,3,1,2,4,1,,,,4,1,1,,8,,,,,,,
201510492,2015,1,1,1.010167003,4,3,2,5,5,,,3,4,,3,5,4,2,,,5,,,,4,4,3,4,5,3,5,6,5,,,,,,,,,,1,3,1,2,4,5,,,2,,,,,,,,,2,,,,,3,,1,2,2,2,5,3,2,3,3,1,,,,4,2,2,,2,,,,,,,
201510493,2015,1,1,1.598978043,4,5,5,5,4,,,4,5,,5,2,5,2,,,4,,,,1,3,1,4,,4,5,,6,,,,,,,,,,1,5,4,5,3,5,,,2,,,,,,,,,2,,,,,3,,4,2,1,2,8,1,1,3,9,1,,,,4,2,2,,10,,,,,,,
201510494,2015,1,1,1.010167003,5,,,,,,,,,,5,5,2,2,,,5,,,,1,1,1,,,,,,,6,5,6,1,1,1,1,1,,1,5,5,4,3,3,5,3,1,1,1,,,,,,,2,,,,,3,,1,2,5,1,1,3,1,3,1,1,,,,4,2,2,,6,,,,,,,
201510495,2015,1,1,0.740436971,3,,,,,,,,,,5,5,4,1,4,5,4,,,,1,4,4,4,4,6,5,,5,2,2,1,2,6,1,1,1,,1,2,1,2,4,3,4,3,1,3,1,3,,3,,,,2,,,,,3,,2,1,6,4,6,5,2,3,1,1,,,,4,2,2,,11,,,,,,,
201510496,2015,1,1,0.740436971,4,2,6,4,4,,,7,4,,3,3,6,2,,,4,,,,1,3,5,4,4,6,6,,6,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,3,2,4,4,7,5,2,3,4,1,,,,4,1,2,,4,,,,,,,
201510497,2015,1,1,1.598978043,5,,,,,,,,,,4,5,2,2,,,4,,,,3,2,3,4,5,4,3,4,4,6,6,4,4,1,4,1,1,,1,3,2,4,3,1,5,3,1,3,5,4,5,5,5,,,2,,,,,3,,5,2,3,4,8,1,1,3,5,3,,,,2,2,2,,9,,,,,,,
201510498,2015,1,1,1.720993996,4,4,4,2,4,,,4,4,,5,5,6,1,3,6,4,,,,1,4,3,4,4,6,5,,4,,,,,,,,,,1,4,3,3,3,3,,,1,1,1,,,,,,,1,1,2,,,3,,3,1,2,4,6,2,2,3,3,1,,,,4,2,2,,7,,,,,,,
201510499,2015,1,1,0.695734024,3,,,,,,,,,,4,3,6,2,,,3,,,,1,1,2,6,6,6,6,,,1,1,1,1,6,1,1,1,,0,,,,,,5,6,1,2,1,5,,2,,,,2,,,,,3,,1,1,6,4,8,6,2,3,4,1,,,,3,2,2,,5,,,,,,,
201510500,2015,1,1,0.695734024,4,1,1,4,4,,,3,3,,3,3,3,1,7,6,3,,,,1,1,1,,,,,,,,,,,,,,,,1,4,4,4,2,4,,,1,2,1,4,,4,,,,2,,,,,3,,1,1,6,4,4,6,1,3,2,5,,,,4,2,2,,4,,,,,,,
201510501,2015,1,1,0.740436971,4,,,,,,,,,,4,4,4,1,4,3,4,,,,4,4,4,4,4,4,4,4,4,2,3,1,2,6,1,1,1,,0,,,,,,4,4,1,1,1,,,,,,,1,2,1,1,,3,4,5,1,3,4,6,5,1,3,2,1,,,,4,2,2,,11,,,,,,,
201510502,2015,1,1,0.85335201,4,,,,,,,,,,5,5,3,2,,,4,,,,1,4,3,4,4,6,6,,4,6,5,1,2,1,1,1,1,,1,4,4,4,3,4,5,4,1,1,1,,,,,,,2,,,,,3,,2,2,3,1,7,4,2,3,4,1,,,,4,1,2,,2,,,,,,,
201510503,2015,1,1,0.740436971,4,2,5,5,5,,,4,4,,4,5,3,2,,,5,,,,1,5,4,5,5,5,5,,5,,,,,,,,,,1,5,4,5,2,5,,,1,2,1,4,,4,,,,1,2,1,,,3,0,2,2,6,4,5,5,1,3,4,1,,,,4,2,2,,4,,,,,,,
201510504,2015,1,1,0.85335201,2,2,2,4,2,,,1,2,,3,2,4,1,3,2,2,,,,1,1,1,,,,,,,,,,,,,,,,1,1,3,3,5,2,,,2,,,,,,,,,2,,,,,3,,4,2,6,2,6,4,1,3,7,1,,,,4,2,2,,6,,,,,,,
201510505,2015,1,1,0.740436971,3,,,,,,,,,,2,4,2,2,,,4,,,,1,3,1,4,,6,5,,5,1,1,1,1,3,6,1,1,,1,1,2,2,5,1,5,5,1,3,3,5,4,3,5,,,1,2,1,,1,3,4,2,2,4,4,1,5,2,3,4,1,,,,4,1,1,,4,,,,,,,
201510506,2015,1,1,0.85335201,3,2,4,4,2,,,3,3,,3,4,4,2,,,3,,,,4,4,1,5,,4,5,5,5,,,,,,,,,,0,,,,,,,,1,2,2,5,5,5,5,,,2,,,,,3,,2,2,6,4,3,4,2,3,1,1,,,,3,2,2,,10,,,,,,,
201510507,2015,1,1,1.010167003,4,,,,,,,,,,4,5,4,1,4,4,4,,,,4,4,1,4,,4,3,4,4,5,5,1,3,1,1,1,1,,1,3,3,4,2,4,3,2,2,,,,,,,,,1,2,1,,1,3,4,5,2,4,1,2,3,2,3,10,23,,,,3,2,2,,6,2,12,,,,,
201510508,2015,1,1,1.598978043,3,,,,,,,,,,3,4,4,2,,,4,,,,1,1,1,,,,,,,6,3,1,1,1,1,1,3,,1,3,1,2,3,3,3,2,2,,,,,,,,,2,,,,,3,,1,2,1,2,1,1,2,1,2,1,,,,3,2,2,,3,,,,,,,
201510509,2015,1,1,0.85335201,4,4,3,5,5,,,4,5,,5,3,6,2,,,5,,,,1,3,1,6,,4,5,,5,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,2,2,4,2,6,4,2,3,4,1,,,,4,2,2,,2,,,,,,,
201510510,2015,1,1,0.695734024,5,,,,,,,,,,5,5,4,2,,,5,,,,3,1,1,5,,6,4,5,,5,5,1,2,1,1,1,1,,1,4,4,4,2,4,5,4,1,3,5,4,7,4,4,,,2,,,,,3,,2,2,6,4,2,6,2,3,10,1,,,,3,1,1,,6,5,4,,,,,
201510511,2015,1,1,0.740436971,3,5,4,3,5,,,5,5,,4,5,4,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,1,2,1,5,,5,,,,2,,,,,3,,3,1,6,4,6,5,2,2,5,1,,,,3,2,2,,9,,,,,,,
201510512,2015,1,1,0.695734024,4,,,,,,,,,,5,4,6,2,,,4,,,,3,4,1,4,,6,5,4,5,1,3,1,1,5,1,1,1,,1,4,4,5,3,3,5,3,2,,,,,,,,,2,,,,,3,,1,2,2,4,2,6,2,3,4,1,,,,4,1,2,,4,,,,,,,
201510513,2015,1,1,1.010167003,4,5,5,4,5,,,5,5,,3,4,4,1,4,3,5,,,,1,5,5,5,4,5,5,,5,,,,,,,,,,1,5,4,4,1,7,,,1,2,1,4,,2,,,,1,1,1,1,1,,5,4,1,6,4,6,3,2,3,4,1,,,,4,2,2,,7,,,,,,,
201510514,2015,1,1,1.598978043,4,,,,,,,,,,3,2,6,2,,,5,,,,1,1,1,,,,,,,6,6,1,1,1,1,1,1,,1,3,2,3,4,1,5,2,2,,,,,,,,,2,,,,,3,,5,2,4,4,3,1,2,3,5,1,3,,,3,2,2,,11,,,,,,,
201510515,2015,1,1,1.010167003,4,4,4,4,4,,,3,4,,5,5,4,2,,,4,,,,2,1,3,5,5,5,4,5,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,4,2,2,3,5,3,2,3,4,1,,,,4,2,2,,10,,,,,,,
201510516,2015,1,2,0.85335201,4,,,,,,,,,,4,5,3,1,4,5,3,,,,5,5,1,5,,6,4,4,4,6,6,1,1,1,1,1,1,,1,2,4,4,3,4,2,1,1,1,1,,,,,,,2,,,,,3,,1,2,3,4,1,4,1,3,5,3,,,,5,1,1,,6,,,,,,,
201510517,2015,1,1,0.85335201,3,,,,,,,,,,4,4,3,1,4,4,4,,,,1,3,3,5,5,6,5,,4,6,5,1,1,5,1,1,2,,1,4,3,4,3,4,5,4,1,1,1,,,,,,,1,2,1,,,3,5,3,1,5,4,5,4,2,3,4,1,,,,4,2,2,,7,,,,,,,
201510518,2015,1,1,0.695734024,4,4,4,4,5,,,3,5,,4,3,5,2,,,4,,,,2,3,1,5,,6,5,4,5,,,,,,,,,,1,4,4,5,1,4,,,2,,,,,,,,,1,1,1,,1,3,4,3,2,6,4,1,6,2,3,1,1,,,,3,1,2,,10,,,,,,,
201510519,2015,1,1,1.010167003,4,,,,,,,,,,3,5,6,2,,,4,,,,1,4,1,4,,6,5,,4,6,4,1,1,4,1,1,6,,1,2,3,3,4,5,4,3,1,1,3,,4,,4,,,2,,,,,3,,1,1,6,4,6,3,1,3,2,1,,,,4,2,2,,6,,,,,,,
201510520,2015,1,1,0.695734024,3,4,5,4,5,,,5,5,,5,2,5,2,,,5,,,,5,5,3,5,4,6,5,5,5,,,,,,,,,,1,5,5,5,1,5,,,2,,,,,,,,,2,,,,,3,,2,2,6,4,2,6,1,3,4,1,4,20,24,4,2,2,,3,,,,,,,
201510521,2015,1,1,1.010167003,4,1,5,4,5,,,4,4,,4,5,6,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,3,3,,,1,1,1,,,,,,,2,,,,,3,,1,2,3,2,7,3,1,3,2,1,,,,4,2,2,,3,,,,,,,
201510522,2015,1,1,0.85335201,5,4,3,4,4,,,7,7,,5,5,5,1,5,4,5,,,,3,3,3,5,5,6,5,4,4,,,,,,,,,,1,5,5,4,2,4,,,1,2,2,5,7,7,7,,,2,,,,,3,,2,2,3,2,5,4,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510523,2015,1,1,1.720993996,4,,,,,,,,,,5,5,3,1,4,4,4,,,,1,2,1,3,,6,6,,4,6,6,4,2,4,3,1,3,,1,3,2,3,5,3,5,4,1,2,2,3,4,7,7,,,2,,,,,3,,2,2,5,4,5,2,1,3,4,1,,,,4,2,2,,2,,,,,,,
201510524,2015,1,1,1.720993996,5,,,,,,,,,,3,3,6,2,,,3,,,,1,4,1,4,,6,6,,4,1,6,1,1,1,1,1,4,,0,,,,,,3,1,2,,,,,,,,,1,2,1,,,3,0,4,1,3,2,7,2,2,3,4,1,,,,4,2,2,,10,,,,,,,
201510525,2015,1,1,0.740436971,2,,,,,,,,,,3,5,6,2,,,4,,,,1,1,1,,,,,,,6,4,1,4,4,1,1,1,,1,3,2,3,4,4,4,2,2,,,,,,,,,2,,,,,3,,1,1,6,4,1,5,1,3,4,1,,,,4,2,2,,3,,,,,,,
201510526,2015,1,1,1.720993996,5,4,4,3,5,,,4,5,,5,4,6,2,,,5,,,,4,1,4,5,5,6,4,2,,,,,,,,,,,1,3,2,3,2,5,,,1,3,1,4,,4,,,,2,,,,,3,,1,2,3,3,5,2,2,3,4,1,,,,2,2,2,,5,,,,,,,
201510527,2015,1,1,0.695734024,7,2,3,3,3,,,3,4,,4,3,6,2,,,3,,,,5,4,1,3,,6,4,4,4,,,,,,,,,,1,3,3,3,4,3,,,1,2,1,3,,3,,,,2,,,,,3,,2,1,6,3,8,6,2,3,4,1,,,,4,2,2,,9,,,,,,,
201510528,2015,1,2,0.740436971,3,1,1,4,4,,,3,3,,3,3,6,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,1,5,3,4,2,4,,,2,,,,,,,,,2,,,,,3,,2,1,6,4,4,5,2,3,10,1,3,,,4,2,2,,4,5,3,,,,,
201510529,2015,1,1,0.695734024,4,4,4,4,4,,,3,4,,4,5,4,2,,,5,,,,1,5,2,5,5,4,5,,5,,,,,,,,,,1,3,4,4,3,4,,,2,,,,,,,,,2,,,,,3,,2,2,4,2,8,6,2,5,4,1,,,,4,2,2,,8,,,,,,,
201510530,2015,1,1,0.695734024,3,,,,,,,,,,4,3,4,1,3,4,3,,,,2,1,1,4,,6,5,5,,6,4,1,1,4,1,1,1,,1,4,2,5,2,4,5,5,1,2,1,5,,5,,,,2,,,,,3,,2,2,6,4,2,6,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510531,2015,1,1,0.85335201,4,,,,,,,,,,5,5,4,2,,,4,,,,1,1,1,,,,,,,6,1,1,1,2,1,1,4,,0,,,,,,5,5,1,2,1,5,,7,,,,2,,,,,3,,1,1,1,4,6,4,1,2,4,25,,,,4,2,2,,2,,,,,,,
201510532,2015,1,1,1.010167003,4,,,,,,,,,,5,5,4,1,4,4,5,,,,2,4,4,4,4,4,5,5,5,1,1,1,2,6,5,1,1,,0,,,,,,3,2,1,2,1,4,,4,,,,1,1,1,,1,3,4,5,2,3,4,5,3,2,3,2,1,,,,4,2,2,,2,,,,,,,
201510533,2015,1,1,0.740436971,4,,,,,,,,,,4,4,6,2,,,2,,,,1,1,1,,,,,,,5,2,1,1,6,1,1,1,,1,4,4,3,3,3,4,1,2,,,,,,,,,2,,,,,3,,2,2,5,6,8,5,1,3,2,1,,,,4,2,2,,11,,,,,,,
201510534,2015,1,1,1.010167003,3,3,4,2,4,,,4,4,,4,5,4,2,,,4,,,,3,1,1,5,,5,5,4,,,,,,,,,,,1,3,3,3,4,5,,,1,3,1,5,,5,,,,2,,,,,3,,3,1,6,4,6,3,2,3,10,1,,,,4,1,2,,4,2,5,4,,,,
201510535,2015,1,1,0.695734024,1,,,,,,,,,,7,2,6,2,,,6,,,,1,2,1,6,,6,4,,4,3,3,1,1,1,1,1,2,,1,3,1,3,6,1,3,2,1,2,1,1,,7,,,,2,,,,,3,,2,2,5,6,3,6,1,3,4,1,,,,4,1,1,,11,,,,,,,
201510536,2015,1,1,0.695734024,4,5,5,4,4,,,5,5,,4,5,4,2,,,5,,,,5,5,1,5,,6,5,4,5,,,,,,,,,,1,5,4,4,2,4,,,1,3,1,4,,4,,,,2,,,,,3,,1,1,6,4,3,6,2,3,10,1,,,,4,1,1,,5,2,5,,,,,
201510537,2015,1,1,0.740436971,4,1,3,5,3,,,2,3,,3,4,3,2,,,3,,,,1,1,1,,,,,,,,,,,,,,,,1,3,1,1,5,3,,,1,4,1,5,,5,,,,2,,,,,3,,2,1,6,4,8,5,2,3,5,1,,,,4,2,2,,7,,,,,,,
201510538,2015,1,1,1.720993996,5,5,5,5,5,,,3,4,,4,2,6,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,2,5,,,1,1,1,,,,,,,2,,,,,3,,2,2,1,4,6,2,1,3,3,1,,,,4,2,2,,10,,,,,,,
201510539,2015,1,1,0.740436971,3,4,5,5,4,,,2,3,,3,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,5,5,3,,,1,2,1,3,,7,,,,2,,,,,3,,1,1,3,3,2,5,1,3,4,1,,,,4,2,2,,10,,,,,,,
201510540,2015,1,1,1.010167003,4,4,4,2,5,,,4,5,,5,5,4,1,3,4,5,,,,3,1,1,4,,6,4,3,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,1,1,2,,,3,,4,2,3,3,6,3,2,3,4,1,,,,4,2,2,,8,,,,,,,
201510541,2015,1,1,0.85335201,4,,,,,,,,,,5,3,5,1,5,5,4,,,,3,2,1,3,,4,5,5,5,6,2,2,2,6,6,1,2,,0,,,,,,5,5,1,1,1,,,,,,,2,,,,,3,,5,2,6,4,3,4,1,2,10,1,,,,2,2,2,,8,5,3,,,,,
201510542,2015,1,1,0.85335201,4,,,,,,,,,,5,5,4,2,,,5,,,,3,4,4,4,5,6,5,4,5,5,3,3,1,5,1,1,1,,0,,,,,,5,4,2,,,,,,,,,1,1,1,,1,3,5,3,1,1,4,6,4,2,3,4,20,,,,4,2,2,,5,,,,,,,
201510543,2015,1,1,0.85335201,4,,,,,,,,,,3,5,4,1,4,4,3,,,,1,4,1,3,,4,4,,3,2,3,1,1,6,1,1,1,,1,4,4,3,4,3,5,4,2,,,,,,,,,2,,,,,3,,1,3,6,4,5,4,1,2,5,1,,,,4,1,1,,4,,,,,,,
201510544,2015,1,1,1.598978043,4,4,4,4,5,,,3,3,,5,4,4,1,3,5,4,,,,1,2,1,5,,6,4,,6,,,,,,,,,,1,5,3,4,3,4,,,2,,,,,,,,,2,,,,,3,,3,1,5,4,8,1,2,3,4,1,,,,2,2,2,,7,,,,,,,
201510545,2015,1,1,0.695734024,3,2,4,5,5,,,2,2,,2,5,5,2,,,3,,,,2,1,1,6,,6,6,6,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,1,1,6,4,2,6,2,3,5,1,,,,4,2,2,,11,,,,,,,
201510546,2015,1,1,1.010167003,4,,,,,,,,,,4,4,4,2,,,5,,,,1,1,2,6,3,6,6,,,4,4,1,4,6,4,1,4,,1,4,1,3,2,2,5,5,2,,,,,,,,,2,,,,,3,,2,2,4,4,6,3,1,3,4,1,,,,4,2,2,,2,,,,,,,
201510547,2015,1,1,1.598978043,4,,,,,,,,,,4,5,6,2,,,5,,,,1,1,1,,,,,,,6,6,1,2,1,1,1,1,,1,4,2,4,3,4,5,4,2,,,,,,,,,2,,,,,3,,3,1,5,2,8,1,1,3,4,1,,,,3,2,2,,7,,,,,,,
201510548,2015,1,1,0.85335201,2,3,3,4,4,,,5,4,,2,5,2,2,,,1,,,,1,2,1,4,,6,4,,4,,,,,,,,,,1,1,1,3,5,1,,,1,2,3,1,1,1,1,,,1,1,2,,,3,,4,1,6,2,7,4,1,3,2,1,,,,4,2,2,,2,,,,,,,
201510549,2015,1,1,0.695734024,5,5,5,5,5,,,5,5,,7,2,6,2,,,5,,,,2,1,1,6,,6,6,5,,,,,,,,,,,1,5,5,5,1,5,,,2,,,,,,,,,2,,,,,3,,1,4,6,4,8,6,3,3,4,1,,,,4,2,2,,2,,,,,,,
201510550,2015,1,1,1.010167003,4,1,2,4,4,,,1,2,,3,5,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,4,2,6,4,5,3,2,3,2,1,3,,,3,2,2,,7,,,,,,,
201510551,2015,1,1,0.85335201,3,,,,,,,,,,3,3,2,2,,,5,,,,3,1,3,6,5,5,5,3,,6,5,1,1,1,1,1,1,,0,,,,,,5,4,2,,,,,,,,,2,,,,,3,,2,1,6,4,5,4,2,1,4,1,,,,4,2,2,,1,,,,,,,
201510552,2015,1,1,1.598978043,4,,,,,,,,,,5,5,4,1,4,5,4,,,,2,1,5,5,5,5,5,5,,6,5,1,1,1,1,1,6,,1,5,3,4,3,3,4,4,2,,,,,,,,,2,,,,,3,,5,2,3,4,1,1,2,3,5,1,3,,,4,2,2,,4,,,,,,,
201510553,2015,1,1,0.740436971,3,,,,,,,,,,3,4,3,2,,,2,,,,1,1,1,,,,,,,5,1,1,4,6,1,1,3,,1,2,3,1,4,2,4,4,1,1,1,,,,,,,1,1,2,,,3,,3,1,6,4,7,5,1,3,10,1,,,,4,2,2,,5,2,5,,,,,
201510554,2015,1,1,0.85335201,4,7,1,7,4,,,5,4,,7,4,6,2,,,6,,,,4,1,1,4,,6,3,4,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,1,2,1,1,,3,4,5,2,4,2,8,4,1,5,3,1,19,,,3,2,2,,6,,,,,,,
201510555,2015,1,1,1.010167003,3,,,,,,,,,,3,3,6,2,,,4,,,,1,1,1,,,,,,,4,6,1,1,1,1,1,1,,1,3,2,3,5,2,5,5,1,3,4,3,3,3,3,,,2,,,,,3,,1,2,3,3,4,3,2,3,4,1,,,,4,2,2,,3,,,,,,,
201510556,2015,1,1,0.85335201,4,,,,,,,,,,4,5,4,1,5,4,4,,,,1,5,5,5,5,6,5,,5,6,2,4,1,2,1,1,2,,1,4,3,4,5,4,4,3,1,3,1,5,,5,,,,1,2,1,1,,3,5,4,1,4,1,5,4,1,3,4,1,,,,4,2,2,,1,,,,,,,
201510557,2015,1,1,0.740436971,2,,,,,,,,,,4,5,4,1,4,5,4,,,,1,2,1,5,,6,4,,5,6,2,1,4,5,1,1,1,,1,3,2,3,3,2,5,2,1,4,1,5,,5,,,,2,,,,,3,,1,2,6,1,6,5,2,3,4,1,,,,4,1,2,,3,,,,,,,
201510558,2015,1,1,0.695734024,4,3,5,5,5,,,4,4,,3,1,,2,,,,,,,1,3,1,3,,6,3,,5,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,2,2,6,4,2,6,2,3,1,1,,,,1,2,2,,10,,,,,,,
201510559,2015,1,1,0.740436971,4,,,,,,,,,,5,5,5,1,5,6,5,,,,4,3,4,5,5,6,5,5,5,4,4,4,2,5,4,1,1,,1,4,4,4,2,5,5,4,1,1,1,,,,,,,2,,,,,3,,2,1,5,4,5,5,1,3,4,1,,,,4,2,2,,9,,,,,,,
201510560,2015,1,1,0.740436971,3,4,4,4,4,,,5,5,,3,5,3,2,,,4,,,,5,1,1,4,,4,4,5,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,2,,,,,3,,1,2,6,3,2,5,1,3,1,1,,,,2,2,2,,9,,,,,,,
201510561,2015,1,1,0.740436971,3,4,5,5,5,,,4,4,,5,5,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,1,2,1,5,,5,,,,2,,,,,3,,1,2,6,4,5,5,1,3,4,1,,,,4,2,2,,9,,,,,,,
201510562,2015,1,1,0.740436971,3,3,4,3,4,,,4,4,,4,5,4,2,,,4,,,,1,1,1,,,,,,,,,,,,,,,,1,4,3,4,6,4,,,1,3,1,6,,4,,,,2,,,,,3,,1,1,5,4,5,5,2,3,4,1,,,,4,2,2,,5,,,,,,,
201510563,2015,1,1,0.774756014,3,4,4,4,4,,,4,3,,3,5,4,1,4,4,4,,,,4,4,4,4,4,4,5,5,5,,,,,,,,,,1,3,4,4,2,4,,,2,,,,,,,,,1,2,1,1,,3,5,3,1,6,4,8,8,2,3,4,1,,,,4,2,2,,4,,,,,,,
201510564,2015,1,1,1.598978043,4,5,4,4,5,,,5,5,,3,5,4,2,,,4,,,,1,4,1,4,,5,5,,5,,,,,,,,,,1,2,3,3,3,4,,,1,1,1,,,,,,,2,,,,,3,,3,2,3,4,3,1,1,3,5,1,,,,3,2,2,,11,,,,,,,
201510565,2015,1,1,0.85335201,4,,,,,,,,,,4,3,4,1,3,5,3,,,,1,1,1,,,,,,,5,2,1,1,5,1,1,1,,1,3,4,4,3,3,4,4,1,1,1,,,,,,,2,,,,,3,,1,2,6,2,4,4,1,3,10,1,,,,4,2,2,,11,2,11,,,,,
201510566,2015,1,1,1.720993996,4,5,5,5,5,,,5,5,,5,5,4,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,2,,,,,3,,3,2,2,2,3,2,1,7,9,26,,,,2,1,1,,12,,,,,,,
201510567,2015,1,1,1.598978043,4,,,,,,,,,,4,4,4,2,,,4,,,,3,4,5,4,5,4,4,5,4,6,3,2,1,1,5,1,1,,1,4,4,4,2,5,4,4,1,1,2,,4,,4,,,2,,,,,3,,2,2,3,3,5,1,2,3,2,22,,,,4,2,2,,10,,,,,,,
201510568,2015,1,1,0.695734024,5,5,4,1,3,,,4,4,,4,4,1,2,,,3,,,,1,1,2,4,4,1,6,,,,,,,,,,,,0,,,,,,,,1,3,1,5,,5,,,,2,,,,,3,,1,2,6,1,5,6,2,3,4,1,,,,4,2,2,,1,,,,,,,
201510569,2015,1,1,0.85335201,4,,,,,,,,,,4,5,5,2,,,5,,,,3,3,3,5,5,6,6,3,5,6,5,5,4,3,1,1,2,,1,3,3,4,2,5,5,4,1,1,1,,,,,,,2,,,,,3,,2,1,4,4,6,4,1,3,4,1,,,,4,2,2,,9,,,,,,,
201510570,2015,1,1,0.695734024,5,5,5,5,4,,,5,5,,5,5,5,2,,,5,,,,1,1,1,,,,,,,,,,,,,,,,0,,,,,,,,1,1,1,,,,,,,1,2,1,,,3,0,2,1,6,4,3,6,1,5,4,25,,,,1,2,2,,4,,,,,,,
201510571,2015,1,1,1.010167003,5,5,5,5,5,,,4,4,,5,5,5,2,,,5,,,,2,2,1,5,,5,5,5,5,,,,,,,,,,1,4,5,4,1,5,,,1,1,1,,,,,,,2,,,,,3,,1,2,5,4,5,3,1,2,4,1,,,,3,2,2,,7,,,,,,,
201510572,2015,1,1,0.695734024,4,,,,,,,,,,3,5,3,1,4,4,5,,,,1,4,4,4,5,6,5,,5,1,5,1,1,5,5,1,1,,1,4,3,5,2,4,4,1,1,5,5,5,5,5,5,,,2,,,,,3,,2,2,6,4,3,6,2,2,4,1,,,,4,2,2,,4,,,,,,,
201510573,2015,1,1,0.85335201,2,,,,,,,,,,2,4,1,1,1,1,3,,,,3,3,5,4,4,2,4,1,4,1,4,1,1,3,1,1,1,,1,3,3,3,6,7,4,4,1,5,1,4,,3,,,,2,,,,,3,,1,1,6,4,8,4,2,2,9,1,,,,4,2,2,,11,,,,,,,
201510574,2015,1,1,0.740436971,3,,,,,,,,,,3,5,4,1,4,4,5,,,,4,4,3,4,5,4,5,5,5,5,5,1,2,3,3,1,1,,1,2,3,3,5,3,5,3,1,2,3,4,3,4,3,,,2,,,,,3,,1,1,6,3,3,5,2,3,4,1,,,,4,2,2,,2,,,,,,,
201510575,2015,1,1,0.695734024,4,4,4,5,5,,,3,4,,7,1,,2,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,5,4,4,3,5,,,2,,,,,,,,,2,,,,,3,,5,7,3,4,1,6,2,3,4,4,,,,2,1,2,,1,,,,,,,
201510576,2015,1,1,1.720993996,5,,,,,,,,,,5,5,6,2,,,4,,,,1,1,2,6,4,6,6,,,6,5,5,3,1,3,1,3,,1,3,2,4,3,3,5,5,1,2,2,4,5,5,5,,,2,,,,,3,,2,1,4,3,6,2,2,3,4,1,,,,4,2,2,,9,,,,,,,
201510577,2015,1,1,0.740436971,4,1,5,4,5,,,5,5,,5,2,6,2,,,5,,,,2,3,1,4,,6,2,4,4,,,,,,,,,,1,3,4,4,2,4,,,1,3,1,5,,5,,,,2,,,,,3,,4,1,6,4,3,5,2,3,1,1,,,,2,1,2,,10,,,,,,,
201510578,2015,1,1,0.695734024,4,,,,,,,,,,4,3,4,2,,,5,,,,1,1,1,,,,,,,6,2,1,2,5,1,1,1,,1,3,3,2,3,3,5,4,2,,,,,,,,,2,,,,,3,,2,2,6,4,6,6,1,3,4,1,,,,4,2,2,,8,,,,,,,
201510579,2015,1,1,1.010167003,4,,,,,,,,,,5,5,5,2,,,4,,,,1,3,5,5,5,6,5,,5,6,4,1,2,4,5,1,4,,1,5,3,5,2,4,4,4,1,1,1,,,,,,,2,,,,,3,,2,2,1,3,6,3,1,3,4,1,,,,4,2,2,,3,,,,,,,
