year,zipcode,dage,dethnic,dlivedsf,deduc,dincome,movesf,ownrenhm,City,State,AvePrice,Lat,Lng
2017,94103,4,4,5,2,7,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,5,4,4,6,1,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,4,3,4,6,2,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,7,4,5,3,7,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,4,4,4,6,2,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,7,3,4,4,3,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,5,4,4,5,1,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,2,3,3,4,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,4,4,4,7,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,1,3,2,4,5,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,4,10,6,3,2,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,5,4,1,3,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,2,2,4,7,3,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,6,4,6,4,2,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,4,1,3,7,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,7,4,6,4,5,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,2,3,4,3,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,7,4,6,4,5,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,10,3,3,2,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,6,4,6,3,5,3,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,4,3,4,6,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,5,4,4,5,2,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,4,5,6,4,6,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,6,5,6,4,6,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,5,5,3,5,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,4,4,4,5,3,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,5,4,4,4,5,2,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,5,5,2,5,1,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,7,1,4,2,2,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,5,4,5,4,5,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,10,5,3,3,2,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,4,6,4,6,3,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,5,4,1,4,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,7,4,4,3,2,4,7,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,1,3,2,2,3,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,9,4,2,2,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,7,4,4,4,2,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,5,4,4,2,3,3,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,5,4,4,7,2,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,4,10,3,4,3,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,2,3,4,4,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,4,4,4,3,8,3,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,4,3,3,6,2,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,5,4,5,4,6,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,1,3,3,3,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,5,4,5,4,6,4,1,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,2,10,3,3,4,3,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,6,2,3,2,8,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,4,5,5,4,2,4,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94103,3,4,4,4,5,1,2,San Francisco,CA,1354866.6666666667,37.7726402,-122.4099154
2017,94133,4,4,4,3,3,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,10,4,4,6,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,4,6,4,6,1,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,2,6,3,1,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,4,3,4,7,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,6,4,4,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,4,4,6,4,6,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,10,4,4,8,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,2,6,1,5,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,4,6,4,7,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,4,4,3,4,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,1,2,5,3,5,3,8,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,6,4,8,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,4,6,4,5,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,10,4,3,2,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,2,2,4,5,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,4,4,4,7,1,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,4,3,4,7,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,5,2,5,3,2,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,2,2,2,2,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,5,5,4,6,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,8,6,4,2,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,2,4,1,1,6,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,5,4,2,4,7,3,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,6,4,1,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,5,5,2,1,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,1,7,4,2,3,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,6,4,6,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,4,2,2,8,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,2,3,4,5,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,6,4,4,1,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,4,2,6,4,2,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,4,4,4,7,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,8,1,5,3,8,6,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,2,1,2,3,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,4,2,4,2,2,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,10,2,4,7,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,2,2,1,4,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,1,10,5,3,4,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,4,4,5,2,8,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,4,4,3,4,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,4,4,5,4,7,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,2,5,3,4,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,1,2,1,3,1,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,2,6,3,8,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,4,2,3,2,2,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,6,4,5,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,2,4,2,1,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,4,4,5,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,5,2,5,2,8,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,10,6,2,2,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,4,4,4,4,8,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,4,6,4,5,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,10,6,3,4,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,3,2,1,2,2,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,7,4,4,4,8,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,4,2,4,8,2,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,6,2,2,2,2,4,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,1,2,4,2,2,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,2,4,4,7,4,1,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94133,2,4,2,4,7,3,2,San Francisco,CA,2714033.3333333335,37.8059887,-122.4099154
2017,94118,7,4,6,3,5,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,6,4,5,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,6,4,6,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,4,3,4,6,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,1,4,4,4,6,2,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,8,6,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,2,6,4,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,1,2,1,4,5,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,6,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,2,6,4,5,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,3,4,6,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,3,4,6,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,4,4,8,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,6,2,4,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,5,4,6,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,5,4,5,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,10,6,4,5,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,4,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,8,9,4,5,8,1,4,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,2,4,4,5,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,4,4,5,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,3,4,7,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,10,6,4,4,2,5,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,2,6,1,2,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,2,3,4,7,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,5,4,6,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,2,1,4,6,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,7,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,6,3,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,4,4,8,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,2,6,4,5,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,1,1,4,5,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,4,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,5,3,4,5,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,5,4,5,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,2,3,4,7,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,5,4,5,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,1,2,2,2,1,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,6,4,6,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,5,4,5,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,4,4,5,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,8,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,6,4,5,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,9,6,4,5,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,1,4,7,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,2,5,4,6,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,7,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,6,4,6,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,9,6,3,5,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,3,4,3,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,2,4,4,6,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,2,6,4,5,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,2,6,3,2,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,4,2,5,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,6,4,5,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,6,3,8,6,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,2,3,5,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,6,4,6,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,10,4,4,6,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,4,4,5,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,4,4,6,3,3,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,2,5,4,6,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,2,2,1,1,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,4,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,5,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,6,2,1,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,10,6,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,5,5,3,5,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,4,4,6,2,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,7,6,4,5,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,1,3,2,3,6,1,6,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,4,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,9,6,3,8,1,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,2,5,4,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,6,3,6,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,8,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,4,4,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,5,4,6,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,1,2,4,4,2,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,3,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,4,4,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,10,6,4,5,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,4,3,4,6,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,4,4,4,5,2,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,5,3,2,8,1,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,9,6,4,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,5,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,4,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,4,5,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,2,2,3,4,5,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,3,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,4,2,5,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,9,6,5,8,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,3,4,7,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,2,6,4,4,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,6,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,2,6,4,8,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,2,6,2,5,3,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,2,6,3,8,2,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,2,4,8,2,4,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,5,2,6,4,7,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,6,4,6,4,4,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,2,4,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,3,4,3,4,7,3,2,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,3,8,4,4,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,1,2,3,2,1,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94118,7,4,6,4,7,4,1,San Francisco,CA,2142625.0,37.7822891,-122.463708
2017,94134,4,4,4,4,6,3,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,2,6,4,4,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,2,3,4,7,2,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,5,6,3,6,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,4,6,2,6,2,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,2,6,4,5,3,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,6,6,6,4,4,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,4,3,4,6,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,1,7,4,3,8,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,5,1,6,4,5,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,1,6,3,2,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,10,6,4,6,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,1,2,3,8,2,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,4,4,4,6,1,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,2,7,2,3,5,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,2,6,2,5,3,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,9,6,5,8,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,2,2,3,4,6,2,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,6,1,6,3,2,2,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,6,6,3,4,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,1,2,3,3,1,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,2,5,2,1,2,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,6,4,5,3,3,1,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,5,6,4,7,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,2,6,2,2,3,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,1,6,2,6,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,2,6,3,2,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,2,4,4,2,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,6,4,6,2,6,2,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,2,5,1,2,2,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,8,9,6,4,8,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,2,6,5,4,3,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,6,4,6,4,7,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,5,6,2,8,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,2,3,1,1,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,1,2,5,4,6,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,5,5,3,1,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,2,2,3,4,1,2,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,1,2,2,3,2,3,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,2,2,2,3,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,1,7,2,3,2,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,5,7,4,4,6,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,4,4,4,6,2,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,2,6,4,5,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,5,6,3,3,3,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,5,6,1,4,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,4,3,4,5,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,2,10,3,4,6,2,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,2,6,4,5,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,4,6,2,1,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,5,4,2,4,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,1,10,4,1,8,3,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,4,1,6,3,5,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,2,4,1,3,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,6,1,6,4,4,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,3,2,5,2,3,3,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,5,2,2,1,3,4,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,7,4,6,2,2,4,1,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
2017,94134,1,1,5,2,7,3,2,San Francisco,CA,867316.6666666666,37.7202042,-122.4099154
